GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), 0-100kph Time(s),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Ambient air temp(°C),Average trip speed(whilst moving only)(km/h),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),CO₂ in g/km (Average)(g/km),DPF Pressure(psi),DPF Temperature(°C),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine Oil Temperature(°C),Engine reference torque(Nm),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 1(%),Fuel trim bank 1 sensor 2(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Miles Per Gallon(Instant)(mpg),Miles Per Gallon(Long Term Average)(mpg),O2 Volts Bank 1 sensor 1(V),O2 Volts Bank 1 sensor 2(V),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°),Torque(Nm),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(km),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Turbo Pressure Control(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V),Volumetric Efficiency (Calculated)(%)
Sat Nov 02 15:35:35 GMT+05:30 2019,02-Nov-2019 15:35:34.647,78.37600683,17.46832275,0.0,3.216,505.35479736328125,0.0,0.7630794,5.76304197,8.19533157,0.01359673,-,14.50980377,0.00294656,0.06057066,0.59589046,0.70402771,14.90196133,7.45098066,-,-,-,-,21.57453156,20.77471542,13.63354778,204.64678955,-,-,59,-,36.07843018,26.27450943,-,-,797,-,0.24154101,0.00402568,20.32938766,-5.46875,-0.78125,-,-,3.21600008,505.35479736,0,17.46832275,78.37600708,-,0,-,53,6.38166046,0,11.29820538,8.85077953,0,31.91583443,0.77499998,0.76999998,4.31372547,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.56999969,13.80000019,-
Sat Nov 02 15:35:36 GMT+05:30 2019,02-Nov-2019 15:35:35.643,78.37600756,17.46832269,0.0,3.216,505.54498291015625,0.0,-6.50001144,-3.12657857,6.34841728,-0.02829823,-,14.50980377,-0.08351189,-0.4072924,-0.3890394,0.62259126,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,26.27450943,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,-0.78125,-,-,3.21600008,505.54498291,0,17.46832275,78.37600708,-,0,-,53,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.77499998,0.76999998,4.31372547,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.56999969,13.80000019,-
Sat Nov 02 15:35:37 GMT+05:30 2019,02-Nov-2019 15:35:36.644,78.37600776,17.46832262,0.0,3.216,505.59765625,0.0,-0.64067101,-1.65695262,9.86378288,0.16254145,-,14.50980377,0.02034983,-0.03979036,-0.17818357,0.90352881,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,26.27450943,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,-0.78125,-,2.34375,3.21600008,505.59765625,0,17.46832275,78.37600708,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.77499998,0.76999998,4.31372547,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.56999969,13.80000019,-
Sat Nov 02 15:35:38 GMT+05:30 2019,02-Nov-2019 15:35:37.648,78.3760081,17.4683227,0.0,3.216,505.7994384765625,0.0,-0.69217378,-1.74318981,9.86138725,0.04431552,-,14.50980377,0.01752766,-0.05224392,-0.16524161,0.90230799,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,26.27450943,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.79943848,0,17.46832275,78.37600708,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.75,0.45499998,4.31372547,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.73499966,13.80000019,-
Sat Nov 02 15:35:39 GMT+05:30 2019,02-Nov-2019 15:35:38.644,78.37600831,17.46832245,0.0,3.216,505.794677734375,0.0,-0.62390268,-1.67970967,9.956007,0.0434779,-,14.50980377,0.02615509,-0.0682382,-0.17244515,0.9089011,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,26.27450943,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.79467773,0,17.46832275,78.37600708,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.75,0.45499998,4.31372547,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:40 GMT+05:30 2019,02-Nov-2019 15:35:39.645,78.37600813,17.46832249,0.0,3.216,505.77740478515625,0.0,-0.61072755,-1.69647801,9.77275467,0.0417373,-,15.29411793,0.03399183,-0.05676138,-0.17671844,0.9168371,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,26.27450943,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.77740479,0,17.46832275,78.37600708,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.75,0.45499998,5.09803915,5724,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:41 GMT+05:30 2019,02-Nov-2019 15:35:40.645,78.37600882,17.46832233,0.0,3.216,505.9483642578125,0.0,-0.54844511,-1.05329204,10.00271988,0.04249253,-,15.29411793,0.02566235,-0.05370905,-0.13191004,0.91537184,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,31.37254906,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.94836426,0,17.46832275,78.37600708,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.75,0.45499998,5.09803915,29,0,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:42 GMT+05:30 2019,02-Nov-2019 15:35:41.645,78.37601168,17.46832384,0.38,3.216,505.5029296875,118.2,0.15462787,-1.01855755,10.18238068,0.02208872,-,15.29411793,-0.01682491,-0.04088921,-0.03655487,0.88130778,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,31.37254906,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.50292969,118.19999695,17.46832466,78.37601471,-,0,-,52,6.38166046,0,11.29796696,8.8509655,0,31.91516113,0.75,0.45499998,5.09803915,29,1.36799991,0,15.29411793,0.5,-,12.6999979,7.87385321,35.8757019,-,0,0,0,-7.25188732,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:43 GMT+05:30 2019,02-Nov-2019 15:35:42.644,78.37601603,17.468323,0.7,3.216,505.3944091796875,131.2,-0.1555866,-0.98262542,9.90690041,0.06346606,-,15.29411793,0.12083183,0.06679744,-0.19637552,1.00108171,14.90196133,7.45098066,-,-,-,-,-,0,13.63354778,204.64678955,-,-,60,-,40,31.37254906,-,-,798,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,2.34375,3.21600008,505.39440918,131.19999695,17.46832275,78.37601471,-,0,-,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.75,0.45499998,5.09803915,29,2.51999998,0,15.29411793,0.5,-,12.42776394,8.04633236,35.10667801,-,0,0,0,-6.96181202,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:44 GMT+05:30 2019,02-Nov-2019 15:35:43.645,78.37601471,17.46832435,0.58,3.216,505.30029296875,141.0,0.52592707,-1.16108847,9.95600796,0.04365222,-,15.29411793,0.00447831,0.06459975,-0.09235169,0.89779043,14.90196133,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,0.87851703,40.39215851,31.37254906,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,3.125,-,-1.5625,3.21600008,505.30029297,141,17.46832466,78.37601471,-,2.48000002,1.17811072,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.75,0.45499998,5.09803915,29,2.08799982,5,15.29411793,0.5,8.95786285,12.42776394,8.04633236,35.10667801,-,0,0.83499998,0,-6.96181202,-,13.73499966,13.89999962,-
Sat Nov 02 15:35:45 GMT+05:30 2019,02-Nov-2019 15:35:44.646,78.37601659,17.46832413,0.75,3.216,505.513427734375,138.2,1.43860435,-1.71204853,9.84821129,0.04245432,-,15.29411793,0.01576969,0.11490234,-0.15254389,0.89730203,14.90196133,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,0.87851703,40.39215851,31.37254906,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,505.51342773,138.19999695,17.46832466,78.37601471,-,2.48000002,1.17811072,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,5.09803915,29,2.69999981,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,1,1.61500001,0,-6.96181202,-,13.82900047,13.89999962,-
Sat Nov 02 15:35:46 GMT+05:30 2019,02-Nov-2019 15:35:45.645,78.37601669,17.46832613,0.33,3.216,506.26837158203125,133.4,0.97148609,-0.93591356,10.13327312,0.05484894,-,15.29411793,0.00438633,0.10354764,-0.05706661,0.89705783,14.90196133,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,0.87851703,40.39215851,31.37254906,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,506.26837158,133.3999939,17.46832657,78.37601471,-,2.48000002,1.17811072,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,5.09803915,29,1.18799996,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,2,2.53699994,0,-6.96181202,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:47 GMT+05:30 2019,02-Nov-2019 15:35:46.645,78.37601087,17.46832539,0.0,3.216,507.36785888671875,0.0,0.94513577,-0.81733739,9.85539818,0.04294704,-,14.90196133,0.02161816,0.10366974,-0.09052029,0.91195333,14.90196133,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,0.87851703,40.39215851,31.37254906,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,507.36785889,0,17.46832466,78.37600708,-,2.48000002,1.17811072,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,4.70588255,29,0,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,3,3.82500005,0,-6.96181202,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:48 GMT+05:30 2019,02-Nov-2019 15:35:47.647,78.3760045,17.46832962,0.0,3.216,508.239990234375,0.0,0.89722621,-0.7358911,10.09374809,0.04162621,-,14.90196133,0.02139533,0.0967104,-0.08746794,0.91268581,14.50980377,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,0.87851703,40.39215851,28.62745094,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,508.23999023,0,17.46833038,78.37600708,-,2.48000002,1.17811072,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,4.70588255,37,0,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,4,4.7670002,0,-6.96181202,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:49 GMT+05:30 2019,02-Nov-2019 15:35:48.647,78.37600518,17.46832839,0.0,3.216,509.4996337890625,0.0,0.98226559,-0.81254643,9.89971447,0.04260526,-,14.90196133,0.02650535,0.09304759,-0.08600281,0.91830218,14.50980377,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,-,40.39215851,28.62745094,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,509.49963379,0,17.46832848,78.37600708,-,2.48000002,-,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,4.70588255,37,0,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,5,4.7670002,0.76200002,-6.96181202,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:50 GMT+05:30 2019,02-Nov-2019 15:35:49.646,78.37600875,17.46832716,0.0,3.216,510.10357666015625,0.0,0.98226571,-0.8161397,10.00751114,0.04262797,-,14.90196133,0.02425154,0.07693122,-0.08221791,0.91769177,14.50980377,7.45098066,-,-,-,-,5,1.66666663,13.63354778,204.64678955,-,-,60,-,40.39215851,28.62745094,-,-,936.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,510.10357666,0,17.46832657,78.37600708,-,2.48000002,-,52,6.67173576,181.2480011,11.29846668,8.85057449,512,31.91657257,0.84499997,0.45499998,4.70588255,37,0,5,15.68627453,-1.5,8.95786285,12.42776394,8.04633236,35.10667801,-,6,4.7670002,1.755,-6.96181202,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:51 GMT+05:30 2019,02-Nov-2019 15:35:50.647,78.37601243,17.46832655,0.0,3.216,511.3262939453125,0.0,0.9547177,-0.81374419,9.89971447,0.04212285,-,14.90196133,0.01389805,0.09561154,-0.08160745,0.90572655,14.50980377,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,28.62745094,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-2.34375,-,-1.5625,3.21600008,511.32629395,0,17.46832657,78.37601471,-,0,-,52,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.84499997,0.45499998,4.70588255,37,0,0,15.68627453,-1.5,-,12.13186455,8.24258423,34.27080536,-,7,4.7670002,2.81200004,-7.68700075,-,13.82900047,13.80000019,-
Sat Nov 02 15:35:52 GMT+05:30 2019,02-Nov-2019 15:35:51.647,78.37601204,17.46832683,0.0,3.216,511.5086669921875,0.0,0.99663854,-0.79218489,9.89612198,0.0422644,-,14.90196133,0.03586885,0.09121618,-0.08392722,0.92806971,14.50980377,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,28.62745094,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,511.50866699,0,17.46832657,78.37601471,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,37,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,8,4.7670002,4.13500023,-7.68700075,-,13.71100044,13.80000019,-
Sat Nov 02 15:35:53 GMT+05:30 2019,02-Nov-2019 15:35:52.645,78.37601001,17.4683253,0.0,3.216,511.6080322265625,0.0,0.9319607,-0.85925823,9.95600796,0.04248302,-,14.90196133,0.0195114,0.09109408,-0.08270628,0.91170913,14.50980377,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,28.62745094,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,511.60803223,0,17.46832466,78.37600708,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,37,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,9,4.7670002,4.76399994,-7.68700075,-,13.71100044,13.80000019,-
Sat Nov 02 15:35:54 GMT+05:30 2019,02-Nov-2019 15:35:53.645,78.37600981,17.46832388,0.0,3.216,511.28363037109375,0.0,1.02418661,-0.86165369,10.00391769,0.04549579,-,14.90196133,0.03763575,0.09390224,-0.08331675,0.92965692,14.50980377,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,28.62745094,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,511.28363037,0,17.46832466,78.37600708,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,37,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,10,4.7670002,5.76399994,-7.68700075,-,13.71100044,13.89999962,-
Sat Nov 02 15:35:55 GMT+05:30 2019,02-Nov-2019 15:35:54.645,78.37600756,17.46832227,0.0,3.216,511.47509765625,0.0,0.8948307,-0.82811701,9.80509281,0.04168637,-,14.90196133,0.0326787,0.09353595,-0.07770044,0.92513937,14.90196133,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,27.84313774,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,511.47509766,0,17.46832275,78.37600708,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,37,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,11,4.7670002,7.14900017,-7.68700075,-,13.71100044,13.89999962,-
Sat Nov 02 15:35:56 GMT+05:30 2019,02-Nov-2019 15:35:55.644,78.3760078,17.46832133,0.0,3.216,511.49456787109375,0.0,0.9547177,-0.81134868,9.85899162,0.04186305,-,14.90196133,0.03748734,0.09365806,-0.08172953,0.92965692,14.90196133,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,27.84313774,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,511.49456787,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,44,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,12,4.7670002,7.76599979,-7.68700075,-,13.71100044,13.89999962,-
Sat Nov 02 15:35:57 GMT+05:30 2019,02-Nov-2019 15:35:56.644,78.37600838,17.46832079,0.0,3.216,512.0090942382812,0.0,0.9367516,-0.79697585,9.96678734,0.04115325,-,14.90196133,0.02817082,0.10586742,-0.08527026,0.91879058,14.90196133,7.45098066,-,-,-,-,5,1.25,13.63354778,204.64678955,-,-,62,-,37.25490189,27.84313774,-,-,792,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,512.00909424,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29822922,8.85076046,0,31.91590118,0.61000001,0.45499998,4.70588255,44,0,0,14.90196133,3,-,12.13186455,8.24258423,34.27080536,-,13,4.7670002,8.76000023,-7.68700075,-,13.71100044,13.89999962,-
Sat Nov 02 15:35:58 GMT+05:30 2019,02-Nov-2019 15:35:57.645,78.37600971,17.46832022,0.0,3.216,512.3145141601562,0.0,0.98346347,-0.82332605,9.85539818,0.0405989,-,14.90196133,0.01059814,0.09951854,-0.08258419,0.90194166,14.90196133,7.45098066,-,-,-,-,5,1,13.63354778,204.64678955,-,-,63,-,37.25490189,27.84313774,-,-,779.5,-,0.24154101,0.00402568,20.32938766,-5.46875,-1.5625,-,0,3.21600008,512.31451416,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.2979908,8.85094643,0,31.9152298,0.61000001,0.45499998,4.70588255,44,0,0,14.90196133,3,-,11.93929577,8.37552929,33.7268219,-,14,4.7670002,10.03999996,-7.68700075,-,13.71100044,13.89999962,-
Sat Nov 02 15:35:59 GMT+05:30 2019,02-Nov-2019 15:35:58.644,78.37601038,17.4683201,0.0,3.216,512.4227905273438,0.0,0.97028828,-0.79817355,9.83623409,0.04094303,-,14.90196133,0.01995415,0.10305925,-0.08307257,0.91097659,14.90196133,7.45098066,-,-,-,-,5,1,13.63354778,204.64678955,-,-,63,-,37.25490189,27.84313774,-,-,779.5,-,0.24154101,0.00402568,20.32938766,-5.46875,4.6875,-,3.90625,3.21600008,512.42279053,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.2979908,8.85094643,0,31.9152298,0.80500001,0.45499998,4.70588255,44,0,0,14.90196133,0.5,-,11.93929577,8.37552929,33.7268219,-,15,4.7670002,11.0710001,-7.68700075,-,13.73499966,13.89999962,-
Sat Nov 02 15:36:00 GMT+05:30 2019,02-Nov-2019 15:35:59.645,78.37601049,17.46831996,0.0,3.216,512.47412109375,0.0,0.92956519,-0.78380072,9.9392395,0.04165132,-,14.90196133,0.01658271,0.09988483,-0.08124116,0.90804636,14.90196133,7.45098066,-,-,-,-,5,1,13.63354778,204.64678955,-,-,63,-,37.25490189,27.84313774,-,-,779.5,-,0.24154101,0.00402568,20.32938766,-5.46875,4.6875,-,3.90625,3.21600008,512.47412109,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.2979908,8.85094643,0,31.9152298,0.80500001,0.45499998,4.70588255,49,0,0,14.90196133,0.5,-,11.93929577,8.37552929,33.7268219,-,16,4.7670002,12.11100006,-7.68700075,-,13.73499966,13.89999962,-
Sat Nov 02 15:36:01 GMT+05:30 2019,02-Nov-2019 15:36:00.644,78.3760105,17.46831995,0.0,3.216,512.4931030273438,0.0,0.8864466,-0.80895323,10.04464054,0.04233529,-,14.90196133,0.01693912,0.10208252,-0.08295047,0.90804625,14.90196133,7.45098066,-,-,-,-,5,0.83333331,13.63354778,204.64678955,-,-,63,-,37.64706039,27.84313774,-,-,777.5,0.06070958,0.24154101,0.00402568,20.32728195,-5.46875,4.6875,-,-0.78125,3.21600008,512.49310303,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29775333,8.85113335,0,31.91455841,0.80500001,0.45499998,4.70588255,49,0,0,14.90196133,1.5,-,11.7971611,8.47643948,33.32531357,-,17,4.7670002,12.88300037,-7.68700075,-,13.73499966,13.89999962,-
Sat Nov 02 15:36:02 GMT+05:30 2019,02-Nov-2019 15:36:01.645,78.37601046,17.46831993,0.0,3.216,512.502197265625,0.0,1.05772328,-0.76583457,9.95001984,0.03847764,-,14.90196133,0.01617137,0.08828593,-0.08490398,0.90841264,14.90196133,7.45098066,-,-,-,-,5,0.83333331,13.63354778,204.64678955,-,-,63,-,37.64706039,27.84313774,-,-,777.5,0.06070958,0.24154101,0.00402568,20.32728195,-5.46875,2.34375,-,-0.78125,3.21600008,512.50219727,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29775333,8.85113335,0,31.91455841,0.09999999,0.45499998,4.70588255,49,0,0,14.90196133,1.5,-,11.7971611,8.47643948,33.32531357,-,18,4.7670002,14.15799999,-7.68700075,-,13.80500031,13.89999962,-
Sat Nov 02 15:36:03 GMT+05:30 2019,02-Nov-2019 15:36:02.645,78.37601043,17.46831991,0.0,3.216,512.5064086914062,0.0,0.9367516,-0.7311002,9.92486763,0.04219428,-,14.90196133,0.01807981,0.08755336,-0.08234,0.91061032,14.90196133,7.45098066,-,-,-,-,5,0.83333331,13.63354778,204.64678955,-,-,64,-,37.64706039,27.84313774,-,-,783.5,0.12444196,0.23415475,0.00390258,20.32506943,-5.46875,2.34375,-,-0.78125,3.21600008,512.50640869,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29751587,8.85131931,0,31.91388702,0.09999999,0.45499998,4.70588255,51,0,0,14.90196133,1.5,-,11.68480682,8.55794334,33.00793076,-,19,4.7670002,15.14500046,-7.68700075,-,13.80500031,13.89999962,-
Sat Nov 02 15:36:04 GMT+05:30 2019,02-Nov-2019 15:36:03.646,78.37601042,17.46831991,0.0,3.216,512.5137939453125,0.0,0.96190411,-0.81613964,10.07937527,0.04356796,-,14.90196133,0.03216591,0.09707668,-0.07940976,0.92416269,14.90196133,7.45098066,-,-,-,-,5,0.71428573,13.63354778,204.64678955,-,-,64,-,37.25490189,27.84313774,-,-,783.5,0.12444196,0.23415475,0.00390258,20.32506943,-5.46875,1.5625,-,3.125,3.21600008,512.51379395,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29751587,8.85131931,0,31.91388702,0.87,0.45499998,4.70588255,51,0,0,14.90196133,1.5,-,11.68480682,8.55794334,33.00793076,-,20,4.7670002,16.14299965,-7.68700075,-,13.85299969,13.89999962,-
Sat Nov 02 15:36:05 GMT+05:30 2019,02-Nov-2019 15:36:04.645,78.3760104,17.4683199,0.0,3.216,512.5177612304688,0.0,0.90201718,-0.62090814,9.97756767,0.04629907,-,14.90196133,0.06394164,0.13773388,-0.09943312,0.94992441,14.50980377,7.45098066,-,-,-,-,5,0.71428573,13.63354778,204.64678955,-,-,64,-,37.25490189,27.84313774,-,-,783.5,0.12444196,0.23415475,0.00390258,20.32506943,-5.46875,1.5625,-,3.125,3.21600008,512.51776123,0,17.46832085,78.37600708,-,0,-,51,5.94654703,0,11.29751587,8.85131931,0,31.91388702,0.87,0.45499998,4.70588255,51,0,0,14.90196133,1.5,-,11.68480682,8.55794334,33.00793076,-,21,4.7670002,17.06699944,-7.68700075,-,13.85299969,13.89999962,-
Sat Nov 02 15:36:06 GMT+05:30 2019,02-Nov-2019 15:36:05.644,78.37601037,17.46831988,0.0,3.216,512.52099609375,0.0,1.8937453,-0.29991403,9.91049385,0.0399755,-,14.90196133,0.02944748,0.09536736,-0.06915388,0.92233127,14.50980377,7.45098066,-,-,-,-,5,0.625,13.63354778,204.64678955,-,-,64,-,37.25490189,27.84313774,-,-,772,0.18446501,0.23596174,0.0039327,20.3229866,-5.46875,1.5625,-,2.34375,3.21600008,512.52099609,0,17.46831894,78.37600708,-,0,-,51,5.94654703,0,11.2972784,8.85150528,0,31.91321754,0.87,0.45499998,4.70588255,54,0,0,14.90196133,1.5,-,11.59207058,8.62640762,32.74596024,-,22,4.7670002,18.12199974,-7.68700075,-,13.85299969,13.89999962,-
